4434,1,4,10,30,66,90,9,,,,,,
4950,1,3,22,66,9,,,,,,,,
1834,0,4,22,104,47,105,,,,,,,
578,1,4,15,67,79,62,9,,,,,,
1296,0,3,10,6,80,23,9,,,,,,
4423,1,4,25,6,106,,,,,,,,
728,2,4,15,104,26,47,27,28,,,,,
4426,1,4,107,79,9,,,,,,,,
867,1,4,50,24,9,,,,,,,,
4435,1,4,15,6,80,,,,,,,,
1025,1,4,15,108,109,9,,,,,,,
1572,2,4,10,35,36,37,,,,,,,
5123,0,4,10,24,9,,,,,,,,
657,2,4,10,6,80,77,110,9,,,,,
2007,0,4,111,40,9,,,,,,,,
591,0,3,107,9,24,45,,,,,,,
329,0,3,15,85,6,9,23,87,,,,,
1462,0,4,15,100,14,,,,,,,,
2296,1,4,25,79,9,,,,,,,,
1034,1,4,15,20,14,101,,,,,,,
425,2,4,15,36,35,66,82,9,,,,,
3360,1,4,22,6,80,,,,,,,,
1309,1,4,10,8,23,9,,,,,,,
1135,1,4,10,112,88,9,,,,,,,
4777,1,4,10,6,30,23,89,9,,,,,
3369,1,4,15,48,64,65,,,,,,,
1690,1,4,15,72,9,,,,,,,,
4078,0,4,10,113,47,,,,,,,,
1654,1,4,53,72,9,,,,,,,,
665,1,4,25,114,9,,,,,,,,
452,1,4,98,40,9,,,,,,,,
1979,1,4,25,26,27,115,28,,,,,,
52,2,4,53,116,110,9,,,,,,,
3239,1,4,25,62,9,,,,,,,,
4551,0,4,10,51,117,14,,,,,,,
5080,1,4,10,24,9,,,,,,,,
1891,1,3,70,51,52,,,,,,,,
2611,1,4,50,108,9,,,,,,,,
4689,0,4,118,6,119,87,,,,,,,
195,2,4,10,9,24,45,,,,,,,
108,1,4,10,78,72,81,9,,,,,,
2249,1,4,53,6,120,8,23,9,,,,,
5058,0,4,25,67,9,,,,,,,,
3404,1,4,70,66,9,,,,,,,,
1167,1,4,70,6,12,80,14,121,,,,,
3413,1,4,25,112,88,122,9,,,,,,
3294,1,4,10,29,20,14,123,124,,,,,
3525,1,4,10,125,47,6,126,127,48,128,,,
2012,1,4,70,129,9,,,,,,,,
1277,1,4,50,23,9,,,,,,,,
4509,0,3,10,44,66,27,9,,,,,,
3235,1,4,15,35,36,37,,,,,,,
3909,1,4,15,6,30,67,89,9,,,,,
2830,1,4,22,6,83,14,130,,,,,,
1213,1,3,10,6,80,131,9,,,,,,
2432,1,3,10,108,9,,,,,,,,
2847,0,4,53,132,133,,,,,,,,
4378,1,4,53,26,27,28,,,,,,,
3278,0,4,25,29,20,14,123,,,,,,
3603,1,3,134,114,9,,,,,,,,
270,1,4,50,6,80,51,,,,,,,
3993,0,4,10,51,135,36,136,,,,,,
4181,1,3,15,71,35,9,36,45,,,,,
4884,0,4,10,136,51,36,137,,,,,,
1132,2,4,10,6,42,43,9,,,,,,
3464,1,4,15,43,138,9,,,,,,,
3383,1,3,15,66,9,,,,,,,,
3436,1,4,25,66,9,,,,,,,,
4122,1,4,50,24,9,,,,,,,,
1166,1,3,10,48,125,127,,,,,,,
4959,0,4,10,139,14,32,,,,,,,
1047,1,4,10,48,65,,,,,,,,
467,2,4,10,43,9,,,,,,,,
3984,0,3,10,72,9,,,,,,,,
3656,1,4,25,108,39,40,9,,,,,,
2039,1,4,15,35,6,51,115,71,140,27,36,,
46,1,4,53,92,59,20,14,93,,,,,
1991,1,4,15,92,93,20,14,19,,,,,
417,2,3,10,35,141,72,36,9,,,,,
3732,0,4,10,84,55,,,,,,,,
3804,1,4,10,6,34,,,,,,,,
4978,1,4,53,142,14,,,,,,,,
4620,1,4,10,47,105,,,,,,,,
2471,1,4,53,6,89,,,,,,,,
3494,1,3,53,143,9,,,,,,,,
4524,0,4,15,144,145,146,,,,,,,
3339,0,4,98,35,43,36,9,,,,,,
495,1,4,147,6,24,43,42,9,,,,,
453,2,4,10,9,45,,,,,,,,
3985,0,4,10,23,9,,,,,,,,
2844,1,4,53,26,27,28,,,,,,,
2734,1,4,147,8,23,9,,,,,,,
993,1,4,53,148,149,9,,,,,,,
1412,1,4,15,150,35,36,37,,,,,,
1551,1,4,10,27,115,,,,,,,,
1814,1,4,15,8,23,9,,,,,,,
4818,0,4,10,48,65,,,,,,,,
3426,1,4,103,9,45,,,,,,,,
4588,1,4,15,14,123,,,,,,,,
3144,1,4,15,151,9,,,,,,,,
2151,2,4,15,72,9,,,,,,,,
5071,0,4,70,29,20,14,,,,,,,
2674,1,4,15,152,104,128,47,,,,,,
1238,1,4,53,153,154,,,,,,,,
4830,0,4,22,6,89,,,,,,,,
1109,1,4,10,63,6,,,,,,,,
4734,1,4,10,6,87,155,,,,,,,
4757,1,4,10,38,40,9,,,,,,,
130,1,4,53,45,24,9,,,,,,,
3928,0,4,53,6,7,8,9,,,,,,
1912,1,4,134,156,9,,,,,,,,
2414,0,3,25,38,9,,,,,,,,
4827,1,3,53,81,9,,,,,,,,
1608,0,4,15,48,157,158,159,127,,,,,
2955,1,4,10,6,83,14,123,,,,,,
2412,1,4,70,24,9,,,,,,,,
35,2,4,53,79,9,,,,,,,,
1499,1,4,53,72,9,,,,,,,,
5076,0,4,10,14,160,,,,,,,,
1183,1,4,70,72,9,,,,,,,,
3161,1,4,147,72,9,,,,,,,,
1815,1,4,70,51,36,136,,,,,,,
1643,1,3,25,161,9,,,,,,,,
3421,1,4,10,63,6,,,,,,,,
3986,1,4,10,132,133,,,,,,,,
2944,2,4,10,26,162,163,,,,,,,
4719,0,4,15,164,133,,,,,,,,
3008,1,4,53,47,105,,,,,,,,
3406,1,4,15,72,9,,,,,,,,
3154,1,4,15,17,21,165,,,,,,,
173,2,4,53,166,9,,,,,,,,
621,0,4,53,59,20,14,,,,,,,
2867,0,4,25,108,9,,,,,,,,
2385,1,4,10,141,9,,,,,,,,
4066,1,4,15,79,156,40,9,,,,,,
2692,0,4,15,6,167,,,,,,,,
4998,0,3,15,112,131,9,,,,,,,
4317,1,4,33,104,26,47,27,28,,,,,
30,1,4,15,6,34,89,,,,,,,
1365,1,4,10,51,52,,,,,,,,
4651,0,4,53,48,127,,,,,,,,
799,2,4,10,168,9,,,,,,,,
4926,0,3,70,169,170,12,14,171,,,,,
2855,0,4,15,153,154,,,,,,,,
3492,1,4,147,6,80,,,,,,,,
5026,0,4,10,14,123,47,6,172,173,,,,
3301,2,4,10,6,80,,,,,,,,
3752,0,4,10,47,105,,,,,,,,
4056,1,4,10,6,80,,,,,,,,
3713,1,4,15,26,27,28,,,,,,,
4478,0,4,53,142,14,,,,,,,,
1605,1,4,98,174,143,9,,,,,,,
2601,1,4,15,63,6,23,138,9,,,,,
2597,1,4,10,77,131,9,,,,,,,
1197,1,4,53,66,9,,,,,,,,
3696,1,4,175,51,176,,,,,,,,
3282,1,4,10,48,65,,,,,,,,
3028,1,4,10,23,9,,,,,,,,
3786,0,4,10,48,,,,,,,,,
2638,0,3,15,177,45,178,43,9,,,,,
5191,0,4,10,179,14,,,,,,,,
170,1,3,53,51,35,36,136,,,,,,
4840,0,4,15,47,105,,,,,,,,
2082,1,4,25,14,173,47,,,,,,,
4263,1,4,134,143,9,,,,,,,,
1158,1,4,10,63,6,23,9,,,,,,
1816,1,4,10,112,88,9,,,,,,,
587,0,4,25,72,9,,,,,,,,
3185,1,3,70,72,9,,,,,,,,
947,1,4,10,112,9,,,,,,,,
181,1,4,25,30,77,9,,,,,,,
592,1,4,10,72,9,,,,,,,,
2607,1,4,10,72,9,,,,,,,,
3724,1,4,10,6,80,,,,,,,,
905,1,4,10,23,9,,,,,,,,
995,1,4,25,35,9,66,82,36,,,,,
914,1,4,15,180,66,9,,,,,,,
1987,0,4,15,14,173,47,,,,,,,
4364,1,4,10,35,9,66,82,36,,,,,
1030,1,4,10,6,41,14,,,,,,,
1332,2,4,15,181,116,110,9,,,,,,
3570,1,4,10,152,105,47,,,,,,,
2152,1,4,182,35,36,37,,,,,,,
4581,1,4,10,40,9,,,,,,,,
2749,1,4,25,72,9,,,,,,,,
4311,1,4,134,77,66,9,,,,,,,
1125,2,4,10,108,79,62,9,,,,,,
2603,1,4,10,148,9,,,,,,,,
3496,1,4,107,72,9,,,,,,,,
707,2,4,15,108,66,9,,,,,,,
1363,1,4,53,35,183,36,82,,,,,,
342,1,4,10,48,49,65,,,,,,,
4100,1,4,10,84,55,,,,,,,,
308,1,3,15,35,156,36,37,43,9,,,,
2265,1,4,10,99,26,,,,,,,,
4862,0,4,147,132,133,,,,,,,,
814,1,4,10,6,30,89,9,,,,,,
4338,0,4,70,6,83,167,,,,,,,
1737,0,4,10,72,9,,,,,,,,
2971,0,4,98,24,9,,,,,,,,
532,2,4,15,24,9,,,,,,,,
4668,0,3,53,23,9,,,,,,,,
5104,0,4,184,139,14,32,,,,,,,
139,2,4,10,72,9,,,,,,,,
1520,1,4,10,132,133,185,,,,,,,
908,1,4,10,9,45,,,,,,,,
388,2,4,70,174,9,,,,,,,,
651,2,4,10,51,66,6,34,52,9,,,,
1557,0,4,10,59,20,14,,,,,,,
1111,0,4,53,109,67,186,9,,,,,,
245,1,4,25,187,9,,,,,,,,
4459,0,4,10,14,123,,,,,,,,
1096,1,4,10,35,9,82,36,,,,,,
571,2,4,10,116,43,88,9,,,,,,
3423,1,3,15,66,9,,,,,,,,
1718,1,4,70,66,9,,,,,,,,
161,2,4,10,35,66,60,36,37,9,,,,
3758,1,4,10,24,9,,,,,,,,
4129,0,4,15,92,59,20,14,19,,,,,
284,1,4,53,188,21,,,,,,,,
3469,1,4,70,143,79,9,,,,,,,
3947,0,4,70,20,14,58,32,189,57,,,,
392,2,4,10,180,9,,,,,,,,
3598,1,4,10,48,14,47,125,127,,,,,
2209,0,4,10,190,47,,,,,,,,
2400,0,4,10,113,47,,,,,,,,
2561,0,4,53,6,89,191,,,,,,,
2538,1,4,53,35,36,192,,,,,,,
1570,1,3,15,24,9,,,,,,,,
5060,0,4,10,74,14,,,,,,,,
872,1,4,147,72,81,9,,,,,,,
3665,1,4,50,72,9,,,,,,,,
2240,1,3,10,6,106,8,80,9,,,,,
5001,0,3,10,72,9,,,,,,,,
4333,0,4,15,73,74,75,14,27,,,,,
2300,1,4,10,9,45,,,,,,,,
3898,0,4,15,85,6,126,87,,,,,,
4612,0,4,10,14,193,,,,,,,,
1095,1,4,53,30,9,,,,,,,,
21,2,4,10,43,9,,,,,,,,
3976,0,4,50,92,93,20,14,101,,,,,
2214,1,4,25,81,9,,,,,,,,
2510,1,3,147,194,9,,,,,,,,
1304,1,4,10,6,83,122,9,,,,,,
3552,0,4,15,35,9,66,82,36,,,,,
2099,0,4,10,67,9,,,,,,,,
3225,1,4,10,43,9,,,,,,,,
2694,1,4,10,67,186,195,9,,,,,,
5181,0,4,10,24,9,,,,,,,,
741,1,4,15,29,83,20,14,6,133,196,,,
287,1,4,25,72,9,,,,,,,,
627,1,4,10,40,9,,,,,,,,
2637,1,4,15,69,35,36,,,,,,,
4866,1,4,15,6,80,,,,,,,,
530,1,4,53,197,198,199,,,,,,,
4648,1,4,15,14,47,74,200,173,201,,,,
5075,1,4,53,40,9,,,,,,,,
3433,0,3,53,174,9,,,,,,,,
155,1,4,182,143,40,9,,,,,,,
2644,1,4,10,6,202,,,,,,,,
4703,0,4,134,24,9,,,,,,,,
265,1,4,53,72,9,,,,,,,,
1475,1,4,25,9,45,,,,,,,,
4667,1,4,15,26,27,28,,,,,,,
2993,1,4,10,14,123,,,,,,,,
3188,1,4,10,30,54,195,9,,,,,,
3526,1,4,10,6,106,80,131,9,,,,,
1080,1,4,10,81,9,,,,,,,,
2262,1,4,15,51,203,,,,,,,,
4019,1,4,10,26,27,28,,,,,,,
2831,1,4,15,66,9,,,,,,,,
3781,0,4,25,47,105,,,,,,,,
1247,1,4,10,204,24,110,9,,,,,,
2092,2,4,15,40,9,,,,,,,,
2934,1,4,10,6,80,,,,,,,,
654,1,4,15,168,9,,,,,,,,
1805,1,4,25,9,45,,,,,,,,
2756,1,4,10,51,52,,,,,,,,
2841,1,4,10,205,9,,,,,,,,
4979,1,3,10,114,9,,,,,,,,
327,1,4,15,72,9,,,,,,,,
2964,1,4,10,30,9,,,,,,,,
2859,0,3,15,9,,,,,,,,,
2354,1,4,70,72,9,,,,,,,,
4519,1,4,22,20,14,18,19,,,,,,
545,2,4,10,174,9,,,,,,,,
2388,1,4,15,48,158,206,127,,,,,,
1056,2,4,50,207,9,,,,,,,,
225,2,4,53,71,35,24,36,9,,,,,
1417,2,4,10,143,62,9,,,,,,,
1841,1,4,10,77,9,,,,,,,,
1701,1,3,53,8,9,,,,,,,,
1825,1,3,10,66,9,,,,,,,,
1720,1,4,25,48,64,65,,,,,,,
4120,0,4,10,152,104,128,47,,,,,,
2683,0,4,25,66,9,,,,,,,,
4358,1,4,70,6,89,191,,,,,,,
2335,0,3,208,143,40,9,,,,,,,
2950,1,4,15,6,209,,,,,,,,
1583,1,4,10,40,9,,,,,,,,
3400,1,3,10,6,89,,,,,,,,
1950,1,4,10,67,9,,,,,,,,
1783,1,4,15,148,9,,,,,,,,
2137,1,4,10,43,9,,,,,,,,
4579,0,4,53,92,93,20,14,210,,,,,
2877,0,4,15,27,115,,,,,,,,
506,1,4,15,79,62,9,,,,,,,
5049,1,4,10,6,83,,,,,,,,
1900,1,4,22,6,34,,,,,,,,
850,1,4,10,77,131,23,9,,,,,,
4389,1,4,211,77,9,,,,,,,,
2584,0,4,10,9,,,,,,,,,
4555,0,4,10,,,,,,,,,,
1443,0,4,98,6,14,123,,,,,,,
3348,1,4,53,30,90,43,9,,,,,,
1633,0,4,53,131,9,,,,,,,,
1940,1,4,10,104,26,47,27,28,,,,,
4756,1,4,53,164,133,212,213,,,,,,
4266,0,4,10,67,9,,,,,,,,
2788,1,4,15,6,126,,,,,,,,
2178,1,4,10,23,9,,,,,,,,
3266,1,4,15,6,83,14,123,,,,,,
3688,0,4,53,132,133,185,214,,,,,,
3051,1,4,70,24,9,,,,,,,,
3925,0,4,50,6,89,,,,,,,,
182,1,4,25,168,9,,,,,,,,
55,2,4,10,26,27,28,,,,,,,
1173,1,4,10,6,106,,,,,,,,
3245,0,3,10,9,,,,,,,,,
2864,1,4,15,26,27,115,28,,,,,,
4143,1,4,70,48,215,,,,,,,,
3865,1,4,15,79,62,9,,,,,,,
2512,1,4,10,148,149,9,,,,,,,
2281,1,4,10,72,9,,,,,,,,
1635,1,4,10,108,180,9,,,,,,,
132,2,4,10,79,62,9,,,,,,,
3842,1,4,15,104,47,105,,,,,,,
1546,2,4,10,72,9,,,,,,,,
3646,0,4,10,26,216,,,,,,,,
3212,0,4,10,23,9,,,,,,,,
3815,1,4,10,6,80,23,9,,,,,,
1180,1,4,53,30,9,,,,,,,,
2127,1,4,15,187,9,,,,,,,,
4957,0,4,25,6,83,172,217,9,,,,,
3289,1,3,15,187,9,,,,,,,,
2811,1,4,10,94,218,,,,,,,,
3941,0,4,53,66,67,9,,,,,,,
2728,1,4,10,48,65,,,,,,,,
878,1,4,15,30,9,,,,,,,,
2605,1,4,50,30,9,,,,,,,,
1137,2,4,10,35,43,36,9,,,,,,
2315,1,4,15,187,9,,,,,,,,
3422,1,3,53,92,93,20,14,210,,,,,
4357,1,4,53,24,9,,,,,,,,
3393,1,4,15,196,133,,,,,,,,
4513,0,4,111,48,65,,,,,,,,
4052,1,4,15,104,47,,,,,,,,
2042,1,4,22,51,52,,,,,,,,
2544,1,4,10,9,45,,,,,,,,
4146,1,3,50,72,9,,,,,,,,
5039,0,4,10,72,9,,,,,,,,
4320,1,4,10,72,9,,,,,,,,
3783,1,4,50,156,9,,,,,,,,
5151,0,4,50,197,55,199,,,,,,,
2931,0,3,53,63,6,80,,,,,,,
4958,1,4,15,35,82,36,,,,,,,
1698,1,4,15,71,35,36,,,,,,,
3870,1,4,107,51,219,,,,,,,,
4180,0,3,50,6,80,43,9,,,,,,
4496,0,3,25,79,62,9,,,,,,,
175,2,4,10,71,35,9,36,45,,,,,
1659,1,4,147,43,9,,,,,,,,
4257,0,4,25,48,65,,,,,,,,
3143,1,4,15,72,9,,,,,,,,
3374,1,4,10,48,51,219,220,9,,,,,
5084,0,4,10,210,14,20,221,,,,,,
4511,1,3,182,72,9,,,,,,,,
2725,0,4,15,35,9,66,82,36,,,,,
2298,1,4,50,66,9,,,,,,,,
1882,1,4,15,92,20,14,19,222,,,,,
2363,1,3,15,30,9,,,,,,,,
3277,0,4,70,132,133,,,,,,,,
4636,1,4,10,9,45,,,,,,,,
586,1,4,53,6,34,,,,,,,,
1915,1,4,10,72,9,,,,,,,,
1021,1,4,10,187,9,,,,,,,,
4869,1,4,15,48,158,127,,,,,,,
2516,1,4,15,24,9,,,,,,,,
1682,1,4,10,153,154,,,,,,,,
3128,1,4,10,9,45,,,,,,,,
567,0,3,134,71,35,36,9,,,,,,
424,1,4,10,72,9,,,,,,,,
3926,0,4,10,9,223,,,,,,,,
3906,1,4,53,93,20,14,,,,,,,
4739,0,4,25,14,55,224,160,225,226,,,,
1011,1,4,10,6,85,83,87,,,,,,
4477,0,3,10,,,,,,,,,,
4910,1,4,53,43,9,,,,,,,,
2849,0,4,10,51,52,,,,,,,,
4110,0,4,70,6,126,,,,,,,,
5014,1,4,53,164,133,213,,,,,,,
3905,0,4,50,48,65,,,,,,,,
213,2,4,227,8,23,9,,,,,,,
2815,1,4,10,26,27,28,,,,,,,
1777,1,4,134,35,66,30,36,82,9,,,,
1333,0,4,15,46,47,,,,,,,,
4278,0,4,70,6,83,14,123,,,,,,
2029,1,4,25,114,9,,,,,,,,
4305,1,4,10,6,80,,,,,,,,
3456,0,4,10,92,93,20,14,,,,,,
274,2,4,10,72,9,,,,,,,,
381,1,4,10,77,9,,,,,,,,
4156,1,4,10,112,9,,,,,,,,
4680,0,4,22,63,6,75,14,76,,,,,
256,2,4,10,116,43,88,9,,,,,,
1002,1,4,10,228,229,138,9,,,,,,
4961,1,4,15,35,9,66,82,36,,,,,
558,1,4,25,230,131,9,,,,,,,
847,1,4,15,168,9,,,,,,,,
3068,1,4,25,77,78,9,,,,,,,
1530,1,4,147,204,143,40,9,,,,,,
3777,1,4,98,6,34,83,,,,,,,
4552,1,4,10,6,126,,,,,,,,
4943,1,3,10,59,20,14,,,,,,,
521,1,4,70,48,231,,,,,,,,
4111,1,4,182,26,27,28,,,,,,,
3533,1,4,15,132,133,,,,,,,,
2563,1,4,53,40,9,,,,,,,,
3915,1,4,50,148,9,,,,,,,,
145,2,4,10,77,78,9,,,,,,,
3458,1,4,70,62,9,,,,,,,,
2767,0,4,10,51,,,,,,,,,
2399,2,4,25,6,191,89,,,,,,,
2270,1,4,10,66,9,,,,,,,,
1809,2,4,25,43,9,,,,,,,,
5036,1,4,53,63,6,66,9,,,,,,
4503,0,4,227,67,9,,,,,,,,
4963,0,4,98,55,232,,,,,,,,
2041,1,4,25,6,89,,,,,,,,
1568,1,4,233,234,9,154,81,,,,,,
4360,0,4,25,6,83,,,,,,,,
4659,0,4,15,6,34,83,,,,,,,
4499,0,4,25,48,159,,,,,,,,
487,1,4,25,29,20,14,,,,,,,
1746,1,4,25,67,9,,,,,,,,
1222,1,4,10,164,133,,,,,,,,
1171,0,4,10,6,80,,,,,,,,
3175,1,4,53,6,34,83,,,,,,,
3519,0,4,15,46,47,,,,,,,,
401,1,4,10,48,65,,,,,,,,
1218,1,4,25,81,9,,,,,,,,
5161,0,3,53,24,9,,,,,,,,
3855,0,3,15,72,9,,,,,,,,
1240,1,3,70,30,156,9,,,,,,,
4542,0,3,15,35,82,36,,,,,,,
4310,0,4,10,35,235,36,,,,,,,
4618,1,4,10,187,9,,,,,,,,
4319,0,4,53,20,14,101,,,,,,,
490,1,4,10,77,9,,,,,,,,
1009,1,4,134,51,52,,,,,,,,
3740,1,4,10,29,20,14,,,,,,,
2231,0,3,53,6,89,,,,,,,,
4200,0,4,53,23,9,,,,,,,,
2290,1,4,70,236,51,,,,,,,,
4162,0,4,15,48,41,14,65,237,,,,,
4390,0,3,10,210,20,14,101,100,93,92,102,,
3653,0,4,25,47,105,,,,,,,,
1283,1,3,10,9,23,45,,,,,,,
3328,1,4,10,154,,,,,,,,,
4538,0,4,53,6,80,,,,,,,,
1875,1,4,10,180,9,,,,,,,,
3564,0,4,10,6,126,204,9,,,,,,
4271,1,4,15,6,191,80,77,9,,,,,
2726,1,3,15,43,36,137,9,,,,,,
2640,1,4,10,41,14,,,,,,,,
1225,1,4,70,207,9,,,,,,,,
102,1,4,10,72,9,,,,,,,,
4027,0,4,10,29,20,14,,,,,,,
82,1,4,10,112,88,23,9,,,,,,
512,1,4,10,8,9,,,,,,,,
2434,1,4,238,108,40,9,,,,,,,
3167,1,4,10,114,9,,,,,,,,
3016,1,4,10,43,9,,,,,,,,
4214,1,4,50,63,6,,,,,,,,
4783,1,3,22,6,89,,,,,,,,
720,1,3,10,174,9,,,,,,,,
198,1,4,10,74,14,,,,,,,,
853,1,4,147,24,9,,,,,,,,
3242,1,4,53,23,9,,,,,,,,
1545,1,4,10,6,209,,,,,,,,
3145,1,4,70,43,72,9,,,,,,,
252,1,4,22,43,78,9,,,,,,,
298,1,4,15,72,9,,,,,,,,
2162,0,4,10,144,239,,,,,,,,
949,1,4,15,63,6,80,,,,,,,
2701,1,4,50,148,9,,,,,,,,
752,1,3,10,79,62,9,,,,,,,
1319,1,4,15,92,93,20,14,101,,,,,
2712,1,4,53,59,20,14,,,,,,,
4712,1,4,10,26,27,28,,,,,,,
3467,1,4,53,48,49,,,,,,,,
1503,0,4,15,100,14,,,,,,,,
1064,1,3,53,6,89,110,9,,,,,,
1092,1,4,53,35,66,82,36,195,9,,,,
2907,1,4,53,122,9,,,,,,,,
4104,1,4,70,240,241,55,,,,,,,
4024,1,4,10,72,9,,,,,,,,
5115,0,4,53,30,9,,,,,,,,
1124,1,4,25,23,9,,,,,,,,
4815,0,4,15,48,231,,,,,,,,
4178,0,4,233,48,49,,,,,,,,
3927,1,4,10,6,89,66,9,,,,,,
2219,1,4,70,30,9,,,,,,,,
1945,1,4,53,72,9,,,,,,,,
1336,1,4,15,35,9,36,45,,,,,,
1922,1,4,15,6,89,,,,,,,,
447,1,4,70,174,9,,,,,,,,
1522,1,4,10,24,38,9,,,,,,,
2921,1,4,15,14,123,,,,,,,,
1764,1,3,15,66,72,9,,,,,,,
2852,1,4,10,8,9,,,,,,,,
4809,0,3,53,35,66,36,9,,,,,,
3834,1,4,70,6,80,,,,,,,,
2469,1,4,53,83,6,86,148,87,9,,,,
580,1,4,25,23,9,,,,,,,,
2762,1,4,53,148,38,9,,,,,,,
3206,0,4,10,59,20,14,,,,,,,
5171,0,4,10,6,7,8,9,,,,,,
3136,1,4,10,72,9,,,,,,,,
1938,1,4,53,11,12,14,,,,,,,
498,1,3,10,27,115,,,,,,,,
2746,1,4,10,48,125,127,,,,,,,
4630,1,4,10,63,6,77,23,9,,,,,
4275,1,4,53,14,68,242,,,,,,,
1335,1,4,22,81,9,,,,,,,,
613,1,4,50,6,80,23,9,,,,,,
2200,1,4,15,35,143,38,36,9,,,,,
5156,0,4,10,24,9,,,,,,,,
5031,1,4,53,92,222,14,20,19,,,,,
2503,1,4,15,100,243,14,,,,,,,
3386,0,4,53,179,14,,,,,,,,
1170,1,4,15,35,9,66,82,36,,,,,
397,2,4,15,244,43,9,,,,,,,
1943,0,4,70,143,40,9,,,,,,,
4796,0,4,10,47,105,,,,,,,,
5009,1,4,15,67,23,9,,,,,,,
2415,0,3,70,9,45,,,,,,,,
4498,1,4,10,6,63,80,,,,,,,
3749,1,4,10,51,245,246,215,48,247,,,,
942,2,4,15,36,72,81,9,,,,,,
3663,1,4,15,66,9,,,,,,,,
3147,0,4,15,67,81,9,,,,,,,
1191,1,4,10,30,23,9,,,,,,,
833,1,4,10,24,9,,,,,,,,
3960,1,4,10,24,9,,,,,,,,
339,2,4,15,9,45,,,,,,,,
1110,1,4,10,24,9,,,,,,,,
1980,1,4,134,143,9,,,,,,,,
4256,1,4,53,72,9,,,,,,,,
944,1,4,50,180,79,9,,,,,,,
314,1,4,10,80,6,35,36,9,23,,,,
883,0,4,50,72,9,,,,,,,,
3474,1,4,50,30,9,,,,,,,,
3307,1,4,53,90,9,,,,,,,,
258,2,4,15,205,77,186,9,,,,,,
994,1,4,15,6,191,66,43,9,,,,,
