10524,8,10,6,3.39,45
12313,0,14,0,4.11,9
11965,5,33,5,4.00,25
16716,0,12,7,3.71,14
11002,7,19,11,4.09,84
11323,3,15,1,3.44,27
16452,1,30,11,3.89,18
13461,6,27,11,3.25,8
13694,9,62,38,3.83,43
13491,30,124,16,3.79,20
17260,1,4,2,3.44,9
16085,8780,10924,10597,3.68,1631
17661,3,4,2,4.50,11
15153,7,23,15,4.00,14
16627,9,31,12,3.85,33
12585,26,56,25,3.73,60
14586,9,25,6,4.09,22
12217,3,9,3,4.38,8
11009,551,1041,782,3.83,412
15937,1,9,1,4.67,10
17412,6,22,14,4.11,36
11467,44,82,50,3.80,45
13664,1,4,2,3.57,15
15574,1354,2129,1421,3.78,481
11772,4,11,2,3.71,27
16620,2,14,5,3.88,17
12294,16,28,5,3.24,37
14350,1,6,2,4.18,11
13581,100,231,84,3.28,142
17222,52,117,55,3.90,128
16552,156,584,175,3.54,566
15860,10,63,15,3.58,111
15757,11,21,15,4.14,7
10113,37,114,22,3.19,96
10594,21,57,34,3.77,22
11286,1,20,2,3.59,22
15328,3,27,9,4.24,26
11422,13,20,6,3.68,28
12919,16,50,13,3.60,45
17415,16,32,21,3.28,25
15341,2,11,1,3.71,14
14930,1,11,3,3.41,17
10142,0,4,1,3.62,8
13533,3,20,0,3.60,20
17036,140,318,137,3.97,224
17358,33,78,32,3.75,28
12613,20,98,32,4.24,101
17026,37,192,129,4.26,100
17516,5,8,1,3.62,16
17943,3,11,0,3.92,13
17527,2,13,0,3.44,49
14434,747,1512,916,4.07,860
16180,8,21,9,3.53,19
16183,3,5,0,2.88,8
16812,1,7,1,4.20,10
11380,21,108,35,3.95,127
10898,19,68,27,3.82,85
14523,10,26,3,2.67,40
17823,1,6,2,3.57,7
14682,3,9,4,4.12,17
16188,1,1,1,3.88,8
17722,17,21,17,3.38,8
16709,13,23,11,3.83,18
12706,1,6,1,4.14,7
12156,44,93,73,3.74,23
12244,10,30,21,3.94,18
13788,88,117,44,2.76,95
13327,17,21,12,3.00,9
13752,63,125,36,4.33,214
10673,7,32,18,4.19,27
17280,57,87,32,3.83,153
11736,48,83,37,3.57,49
12949,1,21,7,4.38,13
10072,88,283,129,3.71,200
14901,4,18,15,5.00,8
17910,4,12,7,3.05,22
17257,0,0,0,4.56,9
16990,12,22,2,2.77,22
10484,247,341,221,3.80,287
14599,7,5,1,2.70,10
17347,5,30,7,3.20,30
13882,2,15,11,4.50,8
14106,21,90,32,3.41,34
13277,25,44,38,3.70,40
14162,3,26,6,3.46,39
15078,7,36,7,3.35,20
17964,17,33,16,4.08,13
16514,29,55,39,3.43,21
12477,12,46,12,3.27,33
12662,4,59,2,3.42,48
12323,74,201,131,3.63,68
15169,2,13,1,2.45,13
16576,0,6,1,4.67,12
10576,262,536,303,3.60,278
14123,311,380,211,2.95,250
10415,0,5,1,4.46,15
12415,35,62,30,3.78,175
15589,0,4,0,4.00,10
13304,11,17,11,3.43,7
17453,3,18,8,3.97,31
12708,30,94,43,3.55,213
14627,7,36,12,4.03,33
11440,1,11,4,4.12,18
12633,2,10,2,2.57,21
13572,1,11,2,3.17,6
16283,6253,10676,8280,3.91,847
10597,37,70,13,3.39,38
13836,4,31,12,3.96,27
11400,4,29,12,3.76,34
14161,3,29,7,3.76,25
15986,2,20,3,3.94,16
16081,0,25,3,3.64,22
13429,0,19,1,3.77,26
11839,0,5,0,4.00,6
16569,2,18,2,2.93,27
10840,436,741,427,3.60,525
11233,7,30,15,4.05,19
15361,2,7,4,4.00,15
17285,20,47,22,3.59,44
11709,69,102,43,2.97,38
13733,11,36,3,3.87,47
17272,5,30,9,3.55,22
15029,20,15,7,2.50,12
10328,5,48,3,4.26,80
13895,4,5,1,4.09,33
13599,6,21,11,3.62,17
12648,52,106,90,3.55,22
11289,85,146,102,3.90,138
12758,0,15,4,4.00,13
16386,1,6,1,4.56,9
15837,5,25,13,3.18,34
10839,43,78,38,3.43,37
11303,3,16,7,4.00,37
13209,6,37,2,3.33,50
11863,10,75,48,3.98,42
15364,15,43,17,3.28,64
17497,8,23,7,3.96,23
12624,2,1,1,4.50,6
14366,3,7,5,4.29,7
13684,5,24,4,4.30,24
11609,47,130,37,2.47,53
13943,10,36,27,3.91,34
17389,1,11,5,3.54,14
12728,1,8,5,4.94,16
10041,101,283,190,3.83,107
13985,3,5,11,4.50,14
15302,1,13,2,3.30,10
12342,403,780,614,3.78,290
14563,6,28,5,2.58,28
17469,0,4,1,3.89,11
17254,221,229,200,3.66,77
16163,216,388,206,3.41,254
15742,6,16,3,3.46,14
14817,1,10,3,4.06,17
13421,10,46,3,3.37,32
12090,24,76,29,3.51,93
17546,2,15,3,3.79,14
17511,5,9,3,3.00,12
14546,3,22,4,4.00,9
15653,0,6,0,4.17,13
17105,1,15,6,3.83,24
16083,9,17,3,3.27,11
13904,1,5,1,3.57,14
10689,12,38,8,3.90,82
11384,12,39,9,4.92,24
12784,113,182,110,3.41,33
10813,14,42,21,3.64,28
17622,559,1143,1097,3.87,455
15470,3,4,3,4.57,7
13432,8,30,15,3.76,21
17683,5,21,5,3.77,62
14169,12,37,13,3.80,35
17616,5,17,5,4.42,12
10838,21,74,15,4.08,106
11444,1,40,10,4.26,38
15903,67,136,84,4.20,145
17080,11,17,5,2.45,29
16581,8,29,13,3.56,9
16577,13,22,8,3.19,16
10301,10,48,19,4.19,52
16836,2,3,2,3.80,10
15548,2,9,2,4.25,12
16601,5,16,8,4.33,18
12770,421,713,518,3.95,578
14145,3,7,5,4.20,11
14837,12,36,11,4.09,33
12840,6,19,7,4.37,19
17007,5,22,8,4.55,21
15907,7,5,5,4.56,9
13980,6,22,6,3.58,19
11154,0,1,1,4.11,9
16980,2,17,4,4.09,14
17003,1,8,3,2.93,14
17076,1,3,1,3.70,10
12439,5,36,6,3.47,54
17437,5,16,1,3.61,49
15862,2655,3584,2991,3.47,970
10860,22,107,64,3.98,50
13314,9,41,6,3.34,38
15402,8,20,6,4.05,63
11809,4,18,3,3.54,13
12504,2810,3923,3369,3.91,614
15244,6,6,2,4.29,8
16733,0,8,0,3.81,16
11078,28,96,54,3.84,114
15540,17,41,17,3.55,38
15255,5,28,12,4.18,92
11181,935,862,687,3.72,258
17465,2,10,1,4.23,14
14548,10,48,23,4.08,13
14176,221,645,296,3.52,235
11128,6,26,8,4.17,24
13306,10,34,6,3.96,25
10008,702,1113,775,3.40,458
11166,308,1074,674,3.63,786
10636,494,622,377,3.50,169
11918,8,48,21,3.92,36
16995,4,14,2,4.22,9
15154,0,12,1,3.57,28
10068,42,129,47,3.51,72
11559,1,9,0,3.30,10
14388,33,132,62,4.29,68
17169,10,19,9,4.36,81
16714,46,68,44,3.86,58
15570,6,17,5,2.27,15
13108,0,17,8,3.73,12
13051,2,19,5,4.00,16
18014,3,29,1,3.59,17
16067,69,325,60,3.54,248
14742,31,58,34,3.87,30
11613,7177,9835,9302,3.52,1218
13847,9,81,29,4.05,56
11008,11,14,6,3.06,17
13172,127,277,158,4.09,169
10620,63,117,115,4.45,53
16863,10514,17257,15249,3.96,1807
12602,8,43,17,4.27,97
10600,42,113,41,4.18,206
16742,2,13,7,4.00,9
17310,2,13,3,3.47,17
14571,4,16,5,4.00,11
16582,6,6,4,4.33,6
10053,1105,1299,1074,3.71,350
13907,4,31,8,3.91,23
13861,0,5,1,3.78,11
12734,4,27,2,3.59,27
10893,6,21,7,4.50,34
17474,12,30,7,3.81,58
11424,6,34,12,3.71,34
14699,4,20,16,4.15,13
16359,6,23,7,3.58,12
14430,1,8,1,4.23,14
17312,2,2,1,4.17,12
17299,1,16,7,4.00,9
15522,3,3,4,3.67,6
15460,0,6,2,3.75,8
13891,8,29,5,3.44,27
12044,3,6,2,4.11,18
14188,1,9,2,4.17,6
13089,0,2,0,3.86,7
17305,6,28,13,3.18,22
16389,8,25,7,4.35,17
13876,9,34,14,3.81,31
15654,33,87,20,3.48,61
12686,2,17,5,3.88,8
12074,20,17,8,3.58,19
10807,51,176,64,3.50,311
10734,0,12,3,4.38,13
17799,4,17,9,4.00,16
10492,292,564,424,3.83,190
11886,57,180,126,4.31,70
13239,0,10,2,3.27,22
12194,185,137,149,4.08,24
13744,15,57,15,4.27,15
12137,40,82,27,3.18,28
14416,5,24,4,2.69,33
12576,26,112,36,3.82,111
15264,48,76,50,3.90,31
11461,776,1737,1443,3.77,545
13027,5,24,8,4.21,48
15068,3,13,6,3.77,13
12032,0,14,3,4.09,25
16203,5,22,5,4.39,24
14249,27,56,43,4.72,18
13717,5,31,11,3.96,26
12118,15,60,32,4.19,21
12948,13,25,11,2.81,32
16345,6,37,10,4.49,35
15233,64,211,113,4.27,112
12768,45,76,33,2.77,35
14040,11,24,20,4.08,13
10358,17,60,20,3.61,159
11946,1097,1494,1062,3.46,824
16310,7,27,6,2.86,22
17533,3,18,5,3.84,56
12155,5,23,8,3.86,29
10541,69,183,82,3.83,167
13552,1,9,5,4.00,9
15451,77,228,92,3.85,204
12423,11,19,13,4.45,20
16150,1,7,2,3.59,17
10497,30,122,38,4.07,122
10732,7,33,14,3.65,23
10375,1072,1434,1180,3.96,272
15525,11,54,21,4.17,29
13941,0,7,0,2.33,7
16910,1,25,3,3.26,46
16361,36,82,32,2.94,98
12170,30,51,40,3.55,20
17860,0,1,0,4.33,7
10027,849,1495,1005,3.65,483
15963,2,8,5,4.44,9
16199,14,26,21,4.08,12
13084,2,25,4,4.40,41
17359,0,8,1,4.00,8
14824,6,21,9,3.10,21
13411,2,16,4,4.00,17
17416,3,16,9,4.11,11
10757,40,95,39,3.95,78
15590,2,13,2,4.15,26
15791,5,15,2,3.10,21
11298,45,44,31,4.65,31
10559,0,11,5,4.25,12
12447,378,477,313,3.92,165
17177,1,10,3,4.47,19
11560,2,16,5,3.80,16
13936,2,2,1,3.33,6
11470,86,297,127,3.59,171
10089,74,297,113,3.71,289
14697,0,3,0,3.85,13
12820,0,5,1,3.80,5
10855,148,166,140,3.50,62
14220,8,35,13,4.22,40
13743,7,15,0,2.76,21
17399,2,4,2,4.92,13
11235,94,310,233,4.14,156
11159,22,85,43,4.16,116
11069,105,126,116,4.24,38
15494,14,47,15,3.68,69
12913,166,431,233,3.83,336
10971,7,74,14,3.94,82
15866,6,2,2,4.67,6
10032,57,233,121,3.57,117
14235,0,2,1,2.50,9
17047,1,20,1,3.80,20
17986,13,25,4,2.70,24
10123,341,619,536,4.21,140
16625,6,18,1,2.75,24
14101,17,74,29,4.25,57
10832,15,93,38,4.17,158
11960,44,113,50,4.23,98
17524,16,64,2,2.65,17
12521,4,15,2,2.92,13
10614,1,16,6,3.92,14
12850,13,34,4,3.00,39
10864,1,19,1,4.14,9
15843,5,19,6,3.82,17
13795,6,36,7,3.89,44
10603,830,1037,878,4.06,399
12931,4,36,6,3.62,24
14330,11,58,27,3.69,35
15731,2,6,1,4.17,12
14879,8,29,6,3.77,26
17326,6,96,53,3.69,13
17232,7,15,6,3.75,8
12173,2,23,5,4.20,15
10006,68,164,81,4.00,87
12344,1976,3686,2747,3.81,626
10786,8,20,7,3.68,22
10853,29,164,49,4.01,190
14012,9,32,10,4.00,24
14931,9,21,10,4.44,10
17541,16,53,30,3.72,138
13528,2,9,0,3.78,9
14997,2,9,2,4.71,7
11315,16,117,33,4.15,125
13479,134,510,297,3.90,323
11137,6,8,1,1.44,12
11811,28,86,23,3.60,67
14261,7,15,2,2.44,16
17078,20,18,16,3.27,15
12701,3,13,4,3.67,13
14371,61,184,89,3.81,156
17694,3,11,4,4.18,11
12897,11,51,17,3.10,29
13013,13,24,10,3.40,35
16010,8,38,23,3.61,33
12510,17,46,8,3.96,25
16383,1564,3033,2285,3.69,678
11690,12,27,8,3.60,42
11785,5,6,3,3.38,8
14110,9,22,6,3.14,35
14417,10,12,11,3.30,20
14156,4,17,3,3.59,17
11583,18,89,50,4.21,89
12425,11,45,5,3.66,31
13392,1,3,1,3.57,23
16219,27,71,23,3.89,57
15900,0,7,0,3.50,16
15109,1,2,1,3.83,6
13121,12,27,12,4.04,27
13824,3,34,8,4.17,29
14380,47,178,64,3.20,123
12885,69,86,72,3.58,123
13515,62,164,49,3.38,93
15387,2,6,0,4.86,7
11180,396,954,295,3.30,564
17477,2,6,3,4.23,13
17904,1,2,1,4.00,10
17982,4,36,8,4.50,15
15275,5,19,5,3.73,12
15178,8,13,4,4.25,12
13414,0,6,1,4.38,8
15200,2,14,7,2.30,10
15430,26,122,49,3.56,195
17718,15,34,19,3.68,60
11754,19,84,28,3.82,74
16125,4,3,2,4.52,31
14357,107,121,66,3.34,99
15408,2,15,3,4.00,14
12319,26,52,31,3.46,28
17168,16,24,4,2.70,21
16951,2,7,3,4.22,9
17791,23,13,5,4.20,11
10624,3,41,26,4.12,43
14041,0,6,0,4.33,12
15699,15,74,44,3.61,72
11767,11,21,9,3.15,27
12570,0,10,1,2.67,9
14652,1,13,3,4.17,12
15058,4,28,6,3.90,20
11386,26,78,50,3.91,32
10167,173,265,163,3.94,153
10031,13,34,12,3.68,22
11708,4,11,5,3.75,25
17457,2,13,0,3.60,10
13102,1,11,1,4.05,20
12119,1,7,2,4.72,20
10437,688,651,521,3.51,140
17991,2,7,2,4.83,12
15080,2,10,1,2.40,15
17649,3,19,7,4.67,6
10215,37,114,44,3.84,88
11873,43,66,38,3.52,33
14476,10,22,2,2.76,25
11432,23,38,17,3.85,13
11120,76,202,113,3.95,110
13060,16,37,5,3.14,73
11381,5,9,3,3.64,22
11899,38,84,34,3.81,70
15650,9,24,13,3.53,17
17363,1,2,0,4.00,12
16379,10,20,9,3.73,41
16168,408,1039,430,3.38,859
10074,5,35,3,3.89,44
11716,1,22,2,3.47,36
11566,21,48,32,4.00,14
17951,8,15,12,3.84,76
13361,3,10,4,4.75,12
12251,0,13,1,4.14,9
10737,4,23,4,3.39,24
10399,8,44,19,4.03,40
12898,142,269,151,4.20,100
12233,0,3,0,4.83,6
11350,49,125,22,3.02,80
14093,2,11,1,4.20,10
10277,666,918,576,3.43,393
15016,3,4,0,4.27,14
14241,3,4,1,4.00,16
16833,0,14,0,3.86,8
14316,2,16,3,4.21,19
13973,97,106,62,3.32,202
10980,39,130,45,3.70,67
10827,7,16,13,4.36,14
14115,1,17,3,3.77,13
10801,75,94,49,3.44,79
12019,38,130,44,3.49,82
12003,10,29,1,3.30,13
16430,1,4,1,4.33,6
12338,0,3,0,4.25,8
10109,759,1298,1053,3.74,356
12446,55,117,38,3.00,250
17407,8,12,9,4.75,8
12678,13,53,17,3.64,86
11091,132,317,122,3.45,355
13334,0,5,1,4.60,5
12832,2,7,5,3.89,9
12089,5,16,5,3.57,14
17710,0,12,4,2.85,13
11185,0,7,0,3.50,10
16405,4,17,2,2.44,10
11241,5,5,1,4.57,7
15736,9423,11897,9912,3.75,1071
13636,19,71,20,3.89,37
16960,5,21,4,4.12,16
13566,30,139,41,4.14,138
14022,0,3,1,4.46,13
12795,5,11,3,3.25,16
17324,1,13,1,3.53,17
10891,2,14,3,4.05,22
13465,30,71,36,3.87,91
13354,18,37,34,4.12,17
12607,6,17,9,3.41,17
12943,3,26,8,4.58,19
16506,8,18,7,3.07,17
16109,315,625,409,3.67,276
17708,1,20,3,4.25,16
11010,779,969,801,3.99,224
15229,0,5,5,4.60,10
11255,1,11,1,4.00,10
14598,6,25,11,4.19,16
10902,16,43,19,3.51,43
10439,36,90,36,3.95,111
16263,8,11,11,4.38,29
15012,3,26,5,3.89,19
16747,134,455,203,3.43,276
11500,173,489,342,3.52,356
13337,618,1365,636,3.69,1060
17351,0,0,1,4.12,8
12434,1,16,5,3.67,9
15591,0,10,1,3.50,10
14203,0,5,2,3.71,7
12666,125,260,115,3.79,378
13832,1,8,2,4.36,11
11897,19,67,20,3.65,63
11920,1412,1877,1460,3.65,583
12466,2,11,12,4.20,15
12204,2,25,11,4.00,13
10908,36,83,50,3.86,42
17266,2,18,2,4.36,14
16816,34,79,56,4.29,28
17179,3,9,4,3.80,15
14046,57,149,87,3.80,66
11629,18,39,15,3.43,42
11053,3,7,1,3.36,11
16832,17,18,17,4.80,5
16825,0,1,0,4.33,7
12789,0,17,3,3.28,18
10009,15,44,12,3.79,34
13094,858,1903,1496,3.98,527
10327,1175,1598,1458,3.77,286
17993,107,175,69,3.44,144
10134,1824,1393,1349,4.31,157
14917,8,43,9,4.30,30
12332,6,47,5,4.41,29
14192,109,280,186,3.67,69
12672,11,40,16,3.19,52
13011,7,42,6,2.80,15
14656,569,743,513,3.71,244
15519,1,6,2,4.91,11
10741,113,277,94,3.41,535
10870,152,405,269,3.78,355
17075,0,8,4,4.57,7
17418,22,30,17,3.62,16
16630,2,3,2,3.80,10
14082,23,49,32,4.07,29
11871,10,8,2,4.00,30
16862,3,19,9,3.69,13
15944,47,45,40,3.83,18
14876,8,28,4,3.50,14
12821,35,139,58,4.06,210
15343,10,14,6,3.53,19
17009,28,5,3,3.29,7
16489,8,50,11,4.00,116
15955,91,223,198,3.92,118
16698,3,2,1,3.14,9
17304,117,293,143,3.63,257
14710,5,19,4,4.40,11
13023,0,5,3,4.36,12
10775,3,7,2,4.17,6
17398,0,9,6,4.75,8
14669,2,22,6,3.60,20
10112,2,16,2,4.04,23
14019,7,37,1,2.94,17
15823,3,19,9,3.76,17
14855,4,16,8,4.12,25
16097,12,46,17,4.32,22
11320,12,31,11,3.90,30
16997,4,6,8,4.30,10
11732,2373,1512,1505,3.34,179
14592,13,29,5,3.19,62
10589,2,17,8,3.85,13
16154,0,2,0,4.27,11
12636,13,51,5,3.41,29
12631,10,27,7,3.47,17
11704,628,1352,983,3.67,480
14983,0,9,0,3.91,11
16117,4,19,3,4.00,23
10628,104,190,109,3.19,91
14535,72,182,85,3.42,213
10323,2,9,3,3.68,19
10948,113,430,223,3.53,466
12007,51,189,57,3.80,172
11084,121,392,215,3.52,112
15340,8,37,8,4.92,25
11625,0,3,1,2.75,8
12515,0,18,2,4.00,15
16696,0,5,1,3.94,16
12349,2,6,5,4.00,7
13292,1,17,2,4.12,8
15287,0,15,0,4.52,27
16973,3,5,3,4.85,13
16338,68,209,120,3.90,174
10765,1,12,2,3.79,24
10894,51,151,53,3.40,149
16407,0,1,0,3.00,9
11894,11,54,16,4.15,101
13811,15,69,16,3.68,25
13995,4,18,3,3.93,14
17233,1,5,1,4.38,29
16496,4,13,1,4.36,15
13722,2,7,4,4.60,15
13062,15,52,15,4.00,65
17793,9,11,3,2.29,17
15670,75,214,119,3.65,221
17225,3,6,4,4.55,11
10179,20,42,40,4.13,15
16691,1,13,5,3.71,14
14968,5,20,1,3.47,17
13518,0,15,3,5.00,7
11395,29,96,65,3.45,74
10239,135,416,245,3.26,539
10535,3,6,1,3.56,18
12874,64,161,100,4.19,67
17449,263,659,405,2.68,462
10707,1492,2132,1502,3.29,1107
12139,6,13,10,4.50,8
10406,3,16,11,4.00,18
10216,0,21,9,3.75,32
12756,593,1545,1199,3.34,376
13022,6,55,23,4.11,93
15645,2,5,5,3.45,22
11828,14,33,20,3.49,39
17698,0,4,1,4.00,5
11359,5,14,4,3.45,22
14256,1195,1458,1076,3.70,611
11001,34,95,45,3.03,119
13805,2,16,4,3.64,14
12674,8,38,17,3.75,16
11544,10,29,12,3.69,16
16561,1,6,0,3.71,7
13511,108,230,114,3.74,258
15938,30,82,41,3.70,43
13783,15,26,9,3.00,13
11600,1,10,3,4.71,8
10297,49,79,72,4.01,74
14454,1,6,1,3.80,10
15606,7,16,7,3.25,24
14737,0,2,0,4.12,8
12492,6,28,13,3.19,16
11929,5,16,7,3.67,18
13982,19,33,10,2.47,19
11267,16,62,18,4.23,87
15977,10,47,10,3.71,24
11555,1,6,0,4.45,12
14374,475,829,530,3.99,580
13365,1,5,4,3.58,12
11900,240,164,126,3.38,34
13622,76,146,69,4.01,82
17723,1,4,2,4.33,6
14569,6,15,5,4.10,10
15982,3,19,5,3.84,32
17291,20,23,7,3.44,18
16640,3,10,3,4.25,8
17286,91,282,163,4.20,483
11454,285,438,308,3.84,81
16469,4,12,7,3.94,18
10489,3,5,1,3.43,7
15345,7,9,5,3.08,13
